Local Area,Source,Region,NAICS,Notice Link,Affected Occupation,Date Received,Union,Comments,Workforce Area,Affected Occupations,County,Projected Dates,Projected Date,Employees,County: Local  Name,NAICS Code,Notice URL,Company Contact,Closure or Layoff?,Company Address,Closure/Layoff,Location,NAICS/SIC,NEG,NAFTA/Trade,Industry,Congressional ,County/Counties,Trade,Company Name,SIC
,WARN,,212111,,,2012-04-18 00:00:00,N,,EKCEP,See WARN,,2012-06-16 00:00:00,,163,,,,,,"6981 HWY 7N                                 Whitesburg, KY 41858               ",Closure,,,,,,,,,Sapphire Coal Company -                             Advantage Mine Site,
,WARN,,424950,,,2012-04-16 00:00:00,N,dba Porter Paint; layoff will span 8 months.,Greater Louisville,See WARN,,2012-06-29 00:00:00,,52,,,,,,"400 South 13th Street                Louisville, KY 40203",Closure,,,,,,,,,"PPG Industries, Inc.",
,WARN,,453998,,,2012-04-12 00:00:00,Y,Possible recall in 6 months.,Bluegrass,See WARN,,03/30/2012 - 04/27/2012,,99,,,,,,"353 Walnut Meadow Road      P.O. Box 10                                    Berea, Kentucky 40403",Layoff,,,,,,,,,Light House Home Products,
,WARN,,323110,,,2012-04-09 00:00:00,Y,,Greater Louisville,See WARN,,2012-06-08 00:00:00,,83,,,,,,"4325 Shephersville Road         Louisville, Kentucky",Closure,,,,,,,,,Multi Packaging Solutions,
,WARN,,423420,,,2012-04-02 00:00:00,N,Amended WARN Notice,EKCEP,See WARN,,2012-06-04 00:00:00,,140,,,,,,"55 Sykes Blvd.                               Pikeville, KY 41501",Layoff,,,,,,,,N,"Xerox Commerical Services, LLC",
,WARN,,444190,,,2012-03-26 00:00:00,Y,Closure due to natural disaster.,EKCEP,,,2012-05-01 00:00:00,,217,,,,,,"406 Treuhaft Blvd.                      Barbourville, KY 40906",Closure,,,,,,,,,Tru Seal Technologies,
,WARN,,212111,,,2012-03-22 00:00:00,N,,Western Kentucky,See WARN,,2012-04-05 00:00:00,,121,,,,,,See WARN,Layoff,,,,,,,,N/A,Oxford Resource Partners,
,WARN,,"493110, 541614",,,2012-02-29 00:00:00,N,Amended WARN Notice,Northern Kentucky,See WARN,,2012-03-14 00:00:00,,109,,,,,,"1505 Worldwide Blvd.               Hebron, Kentucky",Closure,,,,,,,,N,UPS SCS Hebron Building K Facility,
,WARN,,,,,2012-02-21 00:00:00,N,Amended WARN Notice,BRADD,,,2012-04-20 00:00:00,,115,,,,,,"300 Brown Road                           Franklin, KY 42134",Layoff,,,,,,,,N,"QuadGraphics, Incorporated",
,WARN,,561422,,,2012-02-21 00:00:00,N,Amended WARN Notice,Greater Louisville,See WARN,,2012-04-30 00:00:00,,113,,,,,,"6201 Preston Highway              Suite B                                             Louisville, KY ",Closure,,,,,,,,N,"Sykes Enterprises, Incorporated",
,WARN,,332321,,,2012-02-17 00:00:00,Y,,EKCEP,,,2012-05-07 00:00:00,,217,,,,,,"403 Treuhaft Blvd.                      Barbourville, KY 40906",Closure,,,,,,,,,Tru Seal Technologies,
,WARN,,213113,,,2012-02-17 00:00:00,,Amended WARN Notice,EKCEP,See WARN,,2012-02-16 00:00:00,,109,,,,,,"HWY 221                                          PO Box 117                                     Stoney Fork, KY 40988",Layoff,,,,,,,,N,Xinergy Corporation - Straight Creek Mine Facility,
,WARN,,333922,,,2012-02-15 00:00:00,N,Supplemental WARN notice,Northern Kentucky,See WARN,,2012-07-23 00:00:00,,177 +/-,,,,,,"2285 Litton Lane                          Hebron, KY",Layoff,,,,,,,,N/A,HK Logistics A Dematic Company              HK Logistics Kentucky Sortation Center (KYSC),
,WARN,,212111,,,2012-02-03 00:00:00,N,"Parent company - Alpha Natural Resources                      500 Hawthrone Drive, Norton, VA 24273",EKCEP,See WARN,,2012-04-03 00:00:00,,47                 30,,,,,,"18843 North HWY 119        Cumberland, Kentucky      158 Central Ave                   Benham, Kentucky    ",Layoff,,,,,,,,N/A,Stillhouse Mining LLC                                     Mine No. 2 aka Perkins Branch Mine        Mine No. 1  ,
,WARN,,337110,,,2012-02-03 00:00:00,N,Amended WARN; WARN never distributed,EKCEP,Production workers,,2012-04-30 00:00:00,,157,,,,,,"101 Woodmark Way  Chavies, KY 41727",Closure,,,,,,,,,American Woodmark Corporation,
,WARN,,212111,,,2012-02-03 00:00:00,N,,EKCEP,See WARN,,2012-04-03 00:00:00,,52,,,,,,"Big Branch West Surface Mine                                                 89 Lakeshore Road                     Amburgey, Ky",Layoff,,,,,,,,,"Alpha Natural Resources                              d/b/a Enterprise Mining Company, LLC",
,WARN,,561320,,,2012-01-23 00:00:00,N,Layoffs contingent on the outcome of Government's final award of contract.,Cumberlands,Unknown,,03/22/2012 +/-,,?,,,,,,"965 South HWY 26 West, #1 Williamsburg, Kentucky",Layoff,,,,,,,,,CSC,
,WARN,,,,,2012-01-18 00:00:00,N,,Northern Kentucky,See WARN,,03/19/2012 - 04/01/2012 ,,542,,,,,,"1505 Worldwide Blvd.               Hebron, Kentucky",Closure,,,,,,,,,UPS SCS Hebron Building K Facility,
,WARN,,333999,,,2012-01-09 00:00:00,N,,Cumberlands,See WARN,,03/12/2012 - 03/19/2012,,71 +/-,,,,,,"901 New Columbia Road          Campbellsville, Kentucky",Closure,,,,,,,,,Clarcor Air Filtration Products,
,WARN ,,"423510, 423830, 331111",,,2013-12-20 00:00:00,,,Northern Kentucky,"Plant Loader Operator, Plant Controller, Maintenance, Loader Operator Lead - Yard Boss, Maintenance Technician II, Laborer, Certified Lancer, Pot Carrier, Basket Carrier, Hot Work Operator Traniee, Certified Hot Work Operator, Gradall Operator Leadman, Certified Demo - Refactory Operator, Producation Team Leader, Utility Person, Welder Fabrication, Production Supervisor, Clerk II, Working Foreman, ",Gallatin,2014-02-25 00:00:00,,67,,,,,,"6870 Highway 42 East             Warsaw, KY 41095",Closure,,,,,,,,N,North American Stainless (NAS) Facility                                  HARSCO Metals & Minerals Plant #4 and #68,
,WARN,,311412,,,2013-12-20 00:00:00,,,Green River,,Daviess,2014-03-01 00:00:00,,113,,,,,,"1901 Ragu Drive             Owensboro, KY 42302-1907",Layoff,,,,,,,,N,Unilever                      Owensboro Plant,
,WARN,,325199,,,2013-12-17 00:00:00,Y,,Western Kentucky,Unknown,Ballard,14th - 28th of February 2014,,110,,,,,,"5600 Hobbs Road                   Kevil, KY 42001",Layoff,,,,,,,,Y,United State Enrichment Corporation (USEC),
,WARN,,331319,,,2013-12-17 00:00:00,Y,Amended WARN,Green River,,Hancock,"03/31/2014, or during the 14-day period (ending 04/14/2014)",,,,,,,,"1627 State Road 3543           Hawesville, KY 42348",Layoff,,,,,,,,N,"Century Aluminum of Kentucky GP                                 ""Hawesville Smelter""",
,WARN,,560000,,,2013-12-17 00:00:00,N,Amended WARN ,Green River,,Daviess/ Hancock,"03/31/2014, or during the 14-day period (ending 04/14/2014)",,22,,,,,,"115 East Second Street         Suite 200                                     Owensboro, KY 42303",Layoff,,,,,,,,N,"Centrury Aluminum of Kentucky ""CAC""                             ""Owensboro Facility""",
,"News, WARN",,621910,,,2013-12-11 00:00:00,,"Second location:                                                                                           American Ambulette & Ambulance Service, Inc.                           2571 - A Ritchie Avenue                                                                            Cresent Springs, KY 41017",Bluegrass,,Nicholas,2013-12-06 00:00:00,,,,,,,,"368 1/2 East Main Street      Carlisle, KY 40311",Closure,,,,,,,,N,"American Ambulette & Ambulance Swervice, Inc. (""AAA"")",
,WARN,,221121,,,2013-12-05 00:00:00,Y,"Two Locations:                                                                                            Wilson Generating Facility, Centertown, KY                                    Coleman Generating Facility, Hawesville, KY",Green River,"Auxillary Operator, Electrician, Equipment Operator, Instrument Technician, Lab Technician, Mechanic, Senior Electrician, Senior Equipment Mechanic, Senior Instrument Technician, Senior Mechanic, Storekeeper, Utility Operator, Budget Analyst, Chemical Engineer, Control System Engineer, Health & Safety Specialist, Maintenance Supervisor (Electrical), Maintenance Supervisor (Instrument), Maintenance Supervisor (Mechanical), Maintenance Manager, Maintenance Planner, Material Handling Supervisor, Performance Engineer/Specialist, Plant Engineer, Plant Manager, Procurement Agent, Production Supervisor, Secretary, Senior Secretary, Auxillary Operator, Solid Waste Operator, Secretary Maintenance, Secretary Material Handling, Secretary Production",Henderson,2014-02-01 00:00:00,,188,,,,,,"201 Third Street               P.O. Box 24              Henderson, KY 42419-0024",Layoff,,,,,,,,N,Big Rivers Electric Corporation,
,WARN,,325199,,,2013-11-20 00:00:00,Y,,Western Kentucky,,Ballard,01/21/2014 - 01/31/2014,,40,,,,,,"Paducah Facility                      5600 Hobbs Road                     Kevil, KY 42001 ",Layoff,,,,,,,,Y,United State Enrichment Corporation (USEC),
,WARN,,,,,2013-11-12 00:00:00,N,,Western Kentucky,See WARN,Christian,2013-12-13 00:00:00,,,,,,,,"1885 Fort Campbell Blvd.   Suite C                                         Clarksville, TN 37042",Layoff,,,,,,,,N,"DynCorp International, LLC ""DI""",
,WARN,,561422,,,2013-11-06 00:00:00,N,,Bluegrass,See WARN,Fayette,2014-01-03 00:00:00,,101,,,,,,"2031 Georgetown Road        Suite 125                                    Lexington, KY 40511",Layoff,,,,,,,,,"Pacific Pulmonary Services ""PPS""",
,WARN,,331319,,,2013-11-04 00:00:00,Y,,Green River,See WARN,Henderson,"01/31/2014, or the 14 days period preceeding 01/31/2014",,,,,,,,"9404 State Route 2096     Robards, KY 42452-9735",Layoff,,,,,,,,N,"Century Aluminum Sebree, LLC                                                      ""Sebree Smelter""",
,WARN,,,,,2013-10-25 00:00:00,N,,Greater Louisville,See WARN,Jefferson,2013-12-22 00:00:00,,55,,,,,,"1231 Durrent Lane         Louisville, KY 40213",Layoff,,,,,,,,N,Bank of America              Consumer Banking - Legacy Asset Servicing Unit,
,WARN,,621511,,,2013-10-24 00:00:00,N,,Greater Louisville,See WARN,Jefferson,2013-12-23 00:00:00,,,,,,,,"600 Executive Park         Louisville, KY 40207",Closure/Layoff,,,,,,,,N,"Laboratory Partners, Inc.           Kilbourne Medical Laboratories",
,WARN,,621511,,,2013-10-24 00:00:00,N,,Bluegrass,See WARN,Fayette,2013-12-23 00:00:00,,,,,,,,"166 Prosperous Place       Lexington, KY 40509",Closure/Layoff,,,,,,,,N,"Laboratory Partners, Inc.           Kilbourne Medical Laboratories",
,WARN,,331319,,,2013-10-21 00:00:00,Y,Amended WARN,Green River,See WARN,Hancock,"12/20/2013, or during 14 day period (ending 01/03/2014)",,686,,,,,,"1627 State Road 3543           Hawesville, KY 42348",Layoff,,,,,,,,N,"Century Aluminum of Kentucky GP                                 ""Hawesville Smelter""",
,WARN,,560000,,,2013-10-21 00:00:00,Y,Amended WARN,Green River,See WARN,Daviess,"12/20/2013, or during 14 day period (ending 01/03/2014)",,27,,,,,,"115 East 2nd Street               Suite 200                                   Owensboro, KY 42303",Layoff,,,,,,,,N,"Century Aluminum Company                                        ""Owensboro Facility""",
,WARN,,212112,,,2013-10-16 00:00:00,,,EKCEP,See WARN,Pike,2013-10-16 00:00:00,,,,,,,,"1148 Long Fork Road       Kimper, KY 41539",Layoff,,,,,,,,,McCoy Elkhorn Coal Corporation,
,WARN,,522310,,,2013-10-15 00:00:00,,,Greater Louisville,See WARN,Jefferson,2013-12-12 00:00:00,,142,,,,,,"9721 Ormbsy Station Road Louisville, KY 40223",Layoff,,,,,,,,N,Discover Home Loans,
,WARN,,212112,,,2013-10-15 00:00:00,N,,EKCEP,See WARN,Harlan/Leslie,2013-12-16 00:00:00,,,,,,,,"Route 2008, Box 351-A     Big Laural, KY 40808",Closure,,,,,,,,N,Bledsoe Coal Corporation,
,WARN ,,811211,,,2013-10-08 00:00:00,N,Amended WARN,Greater Louisville,See WARN,Jefferson,Decemeber of 2013,,42,,,,,,"7201-A Intermodal Drive    Louisville, KY 40258",Closure,,,,,,,,,"Motorola Solutions, Inc.",
,WARN ,,336370,,,2013-10-02 00:00:00,,,Bluegrass,See WARN,Franklin,2014-03-31 00:00:00,,5,,,,,,"1030 Hoover Blvd.                 Frankfort, KY 40601",Layoff,,,,,,,,N,GECOM Corporation,
,WARN ,,424430,,,2013-09-30 00:00:00,,,Western Kentucky,See WARN,Hopkins,11/29/2013 - 12/12/2013,,,,,,,,"234 N Scott Street          Madisonville, KY 42431",Closure,,,,,,,,N,"Borden Dairy Company of Madisonville, LLC                          d/b/a Goldenrod Dairy",
,WARN ,,212112,,,2013-09-27 00:00:00,,,EKCEP,See WARN,Martin,2013-12-02 00:00:00,,125,,,,,,"9462 Meathouse Road          Pilgrim, Ky 41250   ",Closure,,,,,,,,,"Excel Mining, LLC                   Van Lear Mine and Pontiki Preparation Plant",
,WARN ,,624310,,,2013-08-30 00:00:00,,Amended WARN,Lincoln Trail,See WARN,Marion,08/31/2013 - 10/31/2013,,117,,,,,,"95 Raywick Road                    St. Mary, KY 40063-0010",Closure,,,,,,,,N,Marion Adjustment Center,
,WARN ,,561210,,,2013-08-26 00:00:00,,,Greater Louisville,See WARN,Jefferson,2013-09-30 00:00:00,,94,,,,,,See WARN ,Layoff,,,,,,,,N,"Corizon, Inc.",
,WARN ,,322221,,,2013-08-23 00:00:00,N,Amended WARN,EKCEP,See WARN,Breathitt,See WARN ,,3,,,,,,"2644 Flint Ridge Road           Clayhole, KY 41317 ",Closure,,,,,,,,N,"Arch Coal, Inc.                                ICG Hazard, LLC                              Flint Ridge Complex",
,WARN ,,560000,,,2013-08-16 00:00:00,Y,,Green River,See WARN,Daviess,2013-10-18 00:00:00,,22,,,,,,"115 East 2nd Street               Suite 200                                   Owensboro, KY 42303",Layoff,,,,,,,,N,"Century Aluminum Company                                        ""Owensboro Facility""",
,WARN ,,331319,,,2013-08-16 00:00:00,Y,,Green River,See WARN,Hancock,2013-10-18 00:00:00,,679,,,,,,"1627 State Road 3543           Hawesville, KY 42348",Layoff,,,,,,,,N,"Century Aluminum of Kentucky GP                                 ""Hawesville Smelter""",
,WARN,,722310,,,2013-08-15 00:00:00,N,,Greater Louisville,See WARN,Jefferson,2013-10-17 00:00:00,,241,,,,,,"200 Abraham Flexner Way Louisville, KY 40202",Closure,,,,,,,,N,"Aramark Healthcare Support Services, LLC",
,WARN ,,325199,,,2013-08-09 00:00:00,Y,,Western Kentucky,Unknown,Ballard,14th - 25th of October 2013,,100,,,,,,"5600 Hobbs Road                   Kevil, KY 42001",Layoff,,,,,,,,Y,United State Enrichment Corporation (USEC),
,WARN,,326199,,,2013-07-31 00:00:00,Y,Amended WARN,Greater Louisville,See WARN,Jefferson,2013-08-13 00:00:00,,20,,,,,,"8161 National Turnpike       Louisville, KY 40214",Closure,,,,,,,,Y,"JCIM US, LLC",
,WARN,,811211,,,2013-07-30 00:00:00,N,Amended WARN,Greater Louisville,Unknown,Jefferson,09/27/2013 - 12/27/2013,,42,,,,,,"7201-A Intermodal Drive    Louisville, KY 40258",Closure,,,,,,,,,"Motorola Solutions, Inc.",
,WARN,,322230,,,2013-07-24 00:00:00,N,Amended WARN,Greater Louisville,Unknown,Shelby,August or September of 2013,,89,,,,,,"252 Pearce Industrial Road Shelbyville, KY 40065",Closure,,,,,,,,N,"NE Opco, Inc. d/b/a National Envelope Corporation",
,WARN,,"517210, 517911, 517919",,,2013-07-11 00:00:00,,,Greater Louisville,Unknown,Jefferson,2013-09-13 00:00:00,,75,,,,,,"1901 Eastpoint Parkway      Louisville, KY 40223",Closure,,,,,,,,N,"Lightyear Network Solutions, LLC",
,WARN,,621999,,,2013-07-08 00:00:00,N,Amended WARN,Bluegrass,See WARN,Fayette,08/08/2013 - 12/31/2013,,145,,,,,,"201 E. Main Street                 Suite 500A                                Lexington, KY 40507",Closure,,,,,,,,N,"Centene Management Corporation, dba Kentucky Spirit Health Plan",
,WARN,,624310,,,2013-07-02 00:00:00,N,Redacted WARN,Lincoln Trail,See WARN,Marion,2013-08-31 00:00:00,,167,,,,,,"95 Raywick Road                    St. Mary, KY 40063-0010",Closure,,,,,,,,N,Marion Adjustment Center,
,WARN,,811211,,,2013-07-02 00:00:00,N,Amended WARN,Greater Louisville,Unknown,Jefferson,08/23/2013 - 10/25/2013,,56,,,,,,"7201-A Intermodal Drive    Louisville, KY 40258",Closure,,,,,,,,N,"Motorola Solutions, Inc.",
,WARN,,322230,,,2013-06-07 00:00:00,,,Greater Louisville,See WARN,Shelby,14-day period following 08/06/2013,,89,,,,,,"252 Pearce Industrial Road Shelbyville, KY 40065",Closure,,,,,,,,N,"NE Opco, Inc. d/b/a National Envelope Corporation",
,WARN,,325199,,,2013-05-31 00:00:00,Y,,Western Kentucky,Unknown,Ballard,08/05/2013 - 08/13/2013,,160,,,,,,"5600 Hobbs Road                   Kevil, KY 42001",Layoff,,,,,,,,N,United State Enrichment Corporation (USEC),
,WARN,,811211,,,2013-05-21 00:00:00,N,"DBA, Motorola Mobility, Inc.",Greater Louisville,Unknown,Jefferson,2013-07-26 00:00:00,,56,,,,,,"7201-A Intermodal Drive    Louisville, KY 40258",Closure,,,,,,,,N,"Motorola Solutions, Inc.            ",
,WARN,,"334118, 334220, 425110, 541511, 551114, 811212",,,2013-05-21 00:00:00,N,AMENDED,Northern Kentucky,Unknown,Boone,2013-06-30 00:00:00,,60,,,,,,"3000 Kustom Dr.                     Hebron, KY 41048",Closure,,,,,,,,N,"Motorola Solutions, Inc. ",
,WARN,,334512,,,2013-05-07 00:00:00,Y,See WARN,Western Kentucky,See WARN,Ballard,07/03/2013 - 07/02/2014,,145,,,,,,See WARN ,Layoff,,,,,,,,N,"LATA Environmental Services of Kentucky, LLC",
,WARN,,621999,,,2013-05-06 00:00:00,N,See WARN,Bluegrass,See WARN,Fayette,07/05/2013 - 12/31/2013,,145,,,,,,"201 E. Main Street                 Suite 500A                                Lexington, KY 40507",Closure,,,,,,,,N,"Centene Management Corporation, dba Kentucky Spirit Health Plan",
,WARN,,326199,,,2013-05-06 00:00:00,Y,Re-notice and additional changes made to the original WARN sent 12/03/2012.,Greater Louisville,See WARN,Jefferson,02/04/2013 - 07/05/2013,,347,,,,,,"8161 National Turnpike       Louisville, KY 40214",Closure,,,,,,,,Y,"JCIM US, LLC",
,WARN,,"334118, 334220, 425110, 541511, 551114, 811212",,,2013-04-25 00:00:00,N,,Northern Kentucky,Unknown,Boone,2013-06-30 00:00:00,,50,,,,,,"3000 Kustom Dr.                     Hebron, KY 41048",Closure,,,,,,,,N,"Motorola Solutions, Inc.          Repair and Order Management",
,WARN,,331313,,,2013-04-16 00:00:00,Y,See WARN                                                                 05/08/2013: NAICS - 331319 incorrect on WARN,Green River,See WARN,Hancock,08/06/2013 - 08/20/2013,,693,,,,,,"1627 State Road 3543           Hawesville, KY 42348",Layoff,,,,,,,,N,"Century Aluminum of Kentucky GP                                 ""Hawesville Smelter""",
,WARN,,561110,,,2013-04-16 00:00:00,Y,,Green River,See WARN,Daviess,08/06/2013 - 08/20/2013,,17,,,,,,"115 East 2nd Street               Suite 200                                   Owensboro, KY 42303",Layoff,,,,,,,,N,"Century Aluminum Company                                        ""Owensboro Facility""",
,WARN,,518210,,,2013-04-15 00:00:00,,,Cumberlands,See WARN,Laurel,2013-06-14 00:00:00,,124,,,,,,"1084 S. Laurel Rd.                  London, KY 40744-7960",Layoff,,,,,,,,N,"Xerox Business Solutions        CS DHS I-94 Unit, Xerox Federal Solutions, LLC",
,WARN,,336370,,,2013-04-11 00:00:00,N,,Bluegrass,Unknown,Franklin,07/01/2013 - 09/01/2013,,85,,,,,,"1030 Hoover Blvd.                 Frankfort, KY 40601",Layoff,,,,,,,,N,GECOM Corporation,
,WARN,,541613,,,2013-04-09 00:00:00,N,,Greater Louisville,See WARN,Jefferson,2013-06-12 00:00:00,,59,,,,,,"340 Robards Court                 Louisville, KY 40218",Closure,,,,,,,,N,"Gannett Driect Marketing Services, Inc.",
,WARN,,327420,,,2013-04-08 00:00:00,N,See WARN,Bluegrass,Unknown,Fayette,2013-06-10 00:00:00,,93,,,,,,"2416 Merchant Street          Lexington, KY 40511-2602",Layoff,,,,,,,,N,"3M, dba Ceradyne ACO (Ceradyne, Inc.)",
,WARN,,332992,,,2013-03-06 00:00:00,N,,Cumberlands,Unknown,Whitley,Unknown,,250,,,,,,"3505 US HWY 25 W North   Williamsburg, KY 40769-8786",Layoff,,,,,,,,N,"Serco, Inc.",
,WARN,,333131,,,2013-03-01 00:00:00,,,Bluegrass,See WARN,Bourbon,50/01/2013 - 10/25/2013,,147,,,,,,"100 Main & Stamler Streets                                       Millersburg, KY 40348",Closure,,,,,,,,N,Joy Global,
,WARN,,336510,,,2013-02-28 00:00:00,N,,Lincoln Trail,See WARN,Hardin,2013-04-30 00:00:00,,58,,,,,,"204 Peterson Dr.                    Elizabethtown, KY 42701",Closure,,,,,,,,N,"Gunderson Rail Service LLC, dba Greenbrair Rail Services",
,WARN,,"551112, 323110",,,2013-02-28 00:00:00,N,See WARN,Greater Louisville,See WARN,Jefferson,05/03/2013 - 06/15/2013,,54,,,,,,"700 Locust Lane                      Louisville, KY 40217",Closure,,,,,,,,N,"Fetter Printing Company, Fettergroup",
,WARN,,326199,,,2013-02-19 00:00:00,N,Re-notice and additional changes made to the original WARN sent 12/03/2012.,Greater Louisville,See WARN,Jefferson,02/04/2013 - 05/05/2013,,347,,,,,,"8161 National Turnpike       Louisville, KY 40214",Closure,,,,,,,,N,"JCIM US, LLC",
,WARN,,621610,,,2013-01-30 00:00:00,N,,Barren River,See WARN,Warren,2013-04-01 00:00:00,,54,,,,,,"2413 Nashville Road             Bowling Green, KY 42101",Closure,,,,,,,,N,Conifer Health Solutions,
,WARN,,624190,,,2013-01-22 00:00:00,N,See WARN,Western Kentucky,See WARN,Hopkins,2013-03-31 00:00:00,,70,,,,,,"170 Bean Cemetery Road   Madisonville, KY ",Closure,,,,,,,,N,Community Alternatives KY Madisonville,
,WARN,,,,,2013-01-18 00:00:00,N,WARN never distributed,Statewide,See WARN,,2013-03-22 00:00:00,,2,,,,,,See WARN ,Closure,,,,,,,,N,The Boeing Company,
,WARN,,493110,,,2013-01-16 00:00:00,N,,Northern Kentucky,See WARN,,2013-04-15 00:00:00,,363,,,,,,See WARN ,Closure,,,,,,,,N,"Gap, Inc.",
,WARN,,332618,,,2013-01-08 00:00:00,N,,Green River,See WARN,,On or around 03/08/2013,,71,,,,,,"985 West Seventh Street   Beaver Dam, Kentucky 42320",Closure,,,,,,,,?,"Leggett & Platt, Incorporated",
,WARN,,212111,,,2013-01-07 00:00:00,N,,EKCEP,See WARN,,03/05/2013 or within the 2-week period afterward,,267,,,,,,"1562 Cloverlick Road  Cumberland, Kentucky",Closure,,,,,,,,N,Alpha Natural Resources         North Fork Coal Corporation ,
,WARN,,561110,,,2013-01-04 00:00:00,N,,Statewide,See WARN,,2013-03-04 00:00:00,,49,,,,,,See WARN ,Closure,,,,,,,,N,The Boeing Company,
,WARN,,561422,,,2014-01-21 00:00:00,No,,Greater Louisville,"Inbound Sales Agents, Retention Agents, Retention Supervisors",Jefferson,2014-03-18 00:00:00,,97,,,,,,"4709 Commerce Crossings Drive                                           Louisville, KY 40229",Layoff,,,,,,,,No,Time Warner Cable (TWC),
,WARN,,561110,,,2014-01-04 00:00:00,No,,Statewide,Office Administration and Support,Statewide,2014-03-04 00:00:00,,49,,,,,,,Closure,,,,,,,,No,Boeing,
,WARN,,322221,,,2014-01-07 00:00:00,No,,EKCEP,"Underground Mining, Utility ",Breathitt,,,131,,,,,,"2644 Flint Ridge Rd. Clayhole, KY 41317",Closure,,,,,,,,No,"Arch Coal, Inc.,  Flint Ridge ",
,WARN,,811211,,,2014-01-09 00:00:00,No,,Greater Louisville,Customer Electronics Repair and Maintenance,Jefferson,2014-03-28 00:00:00,,,,,,,,"7201-A Intermodal Drive Louisville,KY  40258",Closure,,,,,,,,No,"Motorola Solutions, Inc.",
,WARN,,425120,,,2014-02-11 00:00:00,No,,Statewide,Store Merchandising,Statewide,2014-02-03 00:00:00,,,,,,,,"944 Anglum Rd. St. Louis, MO.  63042",Layoff,,,,,,,,No,"HDA, Inc. and N-Store Merchandising, Inc.",
,WARN,,325199,,,2014-02-20 00:00:00,Yes,,Western Kentucky,Basic Organic Chemical Manufacturing,Ballard,2014-04-11 00:00:00,,360,,,,,,"5600 Hobbs Road, Kevil, Kentucky 42001",Layoff,,,,,,,,Yes,United States Enrichment Corporation (USEC),
,WARN,,336340,,,2014-02-27 00:00:00,No,,Bluegrass,"Air brake systems and parts, automotive, truck, and bus , mfg.",Lincoln,2014-04-18 00:00:00,,,,,,,,"101 Industrial Park Dr. Stanford, KY  40484",Layoff,,,,,,,,Yes,"Brake Parts, Inc., LLC.",
,WARN,,541611,,,2014-03-07 00:00:00,No,,Cumberlands,Call Center Inbound/Outbound,Laurel,2014-05-09 00:00:00,,271,,,,,,"4550 Old Whitley Rd.  London, KY  40744-8174",Layoff,,,,,,,,?,"General Dynamics Information Technology, Inc.",
,WARN,,322230,,,2014-04-04 00:00:00,No,,Greater Louisville,Manufacturing and Production Operations,Shelby,2041-06-04 00:00:00,,,,,,,,"252 Pearce Industrial Rd.  Shelbyville, KY 40065",Closure,,,,,,,,No,Cenveo,
,WARN,,315220/315240,,,2014-04-04 00:00:00,No,,Cumberlands,Cut and Sew Apparel Manufacturing,Russell,2014-06-08 00:00:00,,601,,,,,,"2151 N. Main St.  Jamestown, KY 42629",Closure,,,,,,,,Yes,"Union Underwear Co., Inc. d/b/a Fruit of the Loom",
,WARN,,221121,,,2014-04-07 00:00:00,Yes,,Green River,Electric Bulk Power Transmission and Control,Hancock,2014-05-01 00:00:00,,96,,,,,,"4982 River Rd.  Hwy 334 Hawesville, KY 42348",Layoff,,,,,,,,?,Big Rivers Electric Corp. Coleman Station,
,WARN,,325199,,,2014-04-29 00:00:00,Yes,,Western Kentucky,Basic Organic Chemical Manufacturing,Ballard,2014-06-27 00:00:00,,85,,,,,,"5600 Hobbs Road, Kevil, Kentucky 42001",Layoff,,,,,,,,Yes,United States Enrichment Corporation (USEC),
,WARN,,561422,,,2014-05-06 00:00:00,No,,Lincoln Trail,Call Center Inbound/Outbound,Hardin,2014-07-31 00:00:00,,237,,,,,,"555 W. Lincoln Trail Blvd. Radcliff, Kentucky  40106",Closure,,,,,,,,No,"Nielsen Company (US), LLC",
,WARN,,325412,,,2014-05-29 00:00:00,No,,Barren River,Pharmacuetical Packaging and Manufacturing ,Barren,07/29/2014 thru 09/30/2014,,54,,,,,,"40 Aberdeen Drive  Glasgow, Kentucky 42141",Closure,,,,,,,,?,"Aphena Pharma Solutions, LLC",
,WARN,,333314,,,2014-05-29 00:00:00,No,,Northern Kentucky,Manufacturing of Optical Systems,Boone,Beginning 07/28/2014,,67,,,,,,"1050 Worldwide Boulveard  Hebron, Kentucky  41048",Closure,,,,,,,,?,"Carl Zeiss Vision, Inc.",
,WARN,,336320,,,2014-06-05 00:00:00,Yes,,Bluegrass,Manufacturing of electirc motors,Clark / Montgomery,Beginning 08/22/2014,,242,,,,,,"2001 Owingsville Road Mt. Sterling, Kentucy 40391",Closure,,,,,,,,Yes,Regal Beloit,
,WARN,,722310,,,2014-06-09 00:00:00,No,,Bluegrass,Food Service Contractor,Fayette,2014-06-30 00:00:00,,57,,,,,,"Commonwealth Stadium 1540 University Drive Lexington, Kentucky 40502",Closure,,,,,,,,No,"Sodexo, Inc.",
,WARN,,213113,,,2014-06-19 00:00:00,No,,EKCEP,Coal mining support services,Harlan,"On or shortly after August 18, 2014",,92,,,,,,"29 Grays Branch Road P.O. Box 269 Grays Knob, Kentucky  40829",Layoff,,,,,,,,No,"Harlan-Cumberland Coal Company, LLC",
